1100,-1.72655199999999
1101,-1.71854768191199
1102,-1.71057434489599
1103,-1.70263189482399
1104,-1.69472023756799
1105,-1.686839279
1106,-1.678988924992
1107,-1.671169081416
1108,-1.66337965414399
1109,-1.65562054904799
1110,-1.647891672
1111,-1.64019292887199
1112,-1.632524225536
1113,-1.624885467864
1114,-1.61727656172799
1115,-1.60969741299999
1116,-1.60214792755199
1117,-1.594628011256
1118,-1.58713756998399
1119,-1.57967650960799
1120,-1.57224473599999
1121,-1.56484215503199
1122,-1.557468672576
1123,-1.55012419450399
1124,-1.54280862668799
1125,-1.535521875
1126,-1.528263845312
1127,-1.52103444349599
1128,-1.51383357542399
1129,-1.506661146968
1130,-1.49951706399999
1131,-1.49240123239199
1132,-1.48531355801599
1133,-1.47825394674399
1134,-1.47122230444799
1135,-1.46421853699999
1136,-1.457242550272
1137,-1.45029425013598
1138,-1.44337354246399
1139,-1.436480333128
1140,-1.42961452799999
1141,-1.422776032952
1142,-1.41596475385599
1143,-1.40918059658399
1144,-1.402423467008
1145,-1.395693271
1146,-1.388989914432
1147,-1.38231330317599
1148,-1.375663343104
1149,-1.36903994008799
1150,-1.362443
1151,-1.35587242871199
1152,-1.34932813209599
1153,-1.342810016024
1154,-1.33631798636799
1155,-1.329851949
1156,-1.32341180979198
1157,-1.316997474616
1158,-1.310608849344
1159,-1.30424583984799
1160,-1.29790835199999
1161,-1.29159629167199
1162,-1.285309564736
1163,-1.27904807706399
1164,-1.272811734528
1165,-1.26660044299999
1166,-1.26041410835199
1167,-1.25425263645599
1168,-1.24811593318399
1169,-1.24200390440799
1170,-1.235916456
1171,-1.229853493832
1172,-1.22381492377599
1173,-1.217800651704
1174,-1.211810583488
1175,-1.20584462499999
1176,-1.199902682112
1177,-1.193984660696
1178,-1.18809046662399
1179,-1.182220005768
1180,-1.17637318399999
1181,-1.170549907192
1182,-1.16475008121598
1183,-1.158973611944
1184,-1.15322040524799
1185,-1.14749036699999
1186,-1.141783403072
1187,-1.13609941933599
1188,-1.13043832166399
1189,-1.124800015928
1190,-1.119184408
1191,-1.113591403752
1192,-1.10802090905599
1193,-1.102472829784
1194,-1.09694707180799
1195,-1.091443541
1196,-1.085962143232
1197,-1.08050278437599
1198,-1.07506537030399
1199,-1.06964980688799
1200,-1.064256
1201,-1.05888385551199
1202,-1.053533279296
1203,-1.04820417722399
1204,-1.04289645516799
1205,-1.037610019
1206,-1.03234477459199
1207,-1.027100627816
1208,-1.021877484544
1209,-1.016675250648
1210,-1.01149383199999
1211,-1.00633313447199
1212,-1.001193063936
1213,-0.996073526263984
1214,-0.990974427327998
1215,-0.985895672999995
1216,-0.980837169151989
1217,-0.975798821655992
1218,-0.970780536383991
1219,-0.965782219207995
1220,-0.960803775999985
1221,-0.955845112631998
1222,-0.950906134975995
1223,-0.945986748903991
1224,-0.941086860287996
1225,-0.93620637499999
1226,-0.931345198911998
1227,-0.926503237895986
1228,-0.921680397823991
1229,-0.916876584567987
1230,-0.912091703999991
1231,-0.907325661991997
1232,-0.902578364415987
1233,-0.897849717143998
1234,-0.893139626047997
1235,-0.888447996999993
1236,-0.883774735871995
1237,-0.879119748535992
1238,-0.874482940864006
1239,-0.869864218727983
1240,-0.865263487999997
1241,-0.860680654551999
1242,-0.856115624255992
1243,-0.851568302983992
1244,-0.847038596607987
1245,-0.842526410999994
1246,-0.838031652031987
1247,-0.833554225575995
1248,-0.829094037503992
1249,-0.824650993687989
1250,-0.820225000000001
1251,-0.815815962311987
1252,-0.811423786495993
1253,-0.807048378424
1254,-0.802689643967994
1255,-0.798347488999987
1256,-0.794021819391993
1257,-0.789712541015994
1258,-0.785419559743993
1259,-0.78114278144799
1260,-0.776882111999996
1261,-0.772637457271991
1262,-0.768408723135991
1263,-0.764195815463985
1264,-0.759998640127996
1265,-0.755817102999984
1266,-0.751651109951993
1267,-0.74750056685599
1268,-0.743365379583992
1269,-0.739245454008007
1270,-0.735140695999988
1271,-0.731051011432001
1272,-0.726976306175992
1273,-0.722916486103998
1274,-0.718871457087992
1275,-0.714841124999985
1276,-0.710825395712
1277,-0.706824175095988
1278,-0.702837369023996
1279,-0.698864883367996
1280,-0.694906623999991
1281,-0.69096249679199
1282,-0.687032407615995
1283,-0.683116262344001
1284,-0.679213966847982
1285,-0.675325426999997
1286,-0.671450548671991
1287,-0.667589237735996
1288,-0.663741400063984
1289,-0.659906941527993
1290,-0.656085767999997
1291,-0.652277785351984
1292,-0.648482899455992
1293,-0.644701016183987
1294,-0.640932041407986
1295,-0.637175881000005
1296,-0.633432440831982
1297,-0.629701626775997
1298,-0.625983344703997
1299,-0.622277500487996
1300,-0.618583999999991
1301,-0.614902749111991
1302,-0.611233653695997
1303,-0.607576619623984
1304,-0.603931552767996
1305,-0.600298358999993
1306,-0.596676944191991
1307,-0.593067214215992
1308,-0.589469074943992
1309,-0.585882432247999
1310,-0.58230719199998
